ons_const_id,ons_region_id,constituency_name,Lab_Margin,intermediate_step,Incumbency_Status,county,region,country,constituency_type,seat_change_1719,winner_19,electorate_19,total_vote_19,rejected_vote_19,majority_19,con_vote_19,lab_vote_19,ld_vote_19,brexit_vote_19,green_vote_19,snp_vote_19,pc_vote_19,dup_vote_19,sf_vote_19,sdlp_vote_19,uup_vote_19,alliance_vote_19,other_vote_19,speaker_vote_19,turnout_19,con_19,lab_19,ld_19,brexit_19,green_19,snp_19,pc_19,dup_19,sf_19,sdlp_19,uup_19,alliance_19,other_19,speaker_19,pano,winner_17,con_17,lab_17,ld_17,snp_17,pc_17,ukip_17,green_17,other_17,majority_17,turnout_17,con_vote_17,lab_vote_17,ld_vote_17,snp_vote_17,pc_vote_17,ukip_vote_17,green_vote_17,total_vote_17,rejected_vote_17,electorate_17,leave_hanretty,remain_hanretty,majority_vote_17,alliance_vote_17,dup_vote_17,sdlp_vote_17,sf_vote_17,uup_vote_17,other_vote_17,alliance_17,dup_17,sf_17,sdlp_17,uup_17,con_1719,lab_1719,ld_1719,green_1719,snp_1719,pc_1719,uup_1719,dup_1719,alliance_1719,sf_1719,sdlp_1719,green_ppc_19,ld_ppc_19,lab_ppc_19,ukip_ppc_19,pc_ppc_19,con_ppc_19,speaker_ppc_19,sdlp_ppc_19,snp_ppc_19,dup_ppc_19,brexit_ppc_19,alliance_ppc_19,uup_ppc_19,green_ppc_sex_19,ld_ppc_sex_19,lab_ppc_sex_19,ukip_ppc_sex_19,pc_ppc_sex_19,con_ppc_sex_19,speaker_ppc_sex_19,sdlp_ppc_sex_19,snp_ppc_sex_19,dup_ppc_sex_19,brexit_ppc_sex_19,alliance_ppc_sex_19,uup_ppc_sex_19
E14000530,E12000008,Aldershot,-23.43820225,1,-1,Hampshire,South East,England,Borough,NA,Conservative,72617,47932,251,16698,27980,11282,6920,NA,1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.35223157,58.37436368,23.53751147,14.43711925,NA,3.651005591,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,Conservative,55.05617978,31.61797753,7.430030644,NA,NA,3.669050051,2.226762002,NA,23.43820225,64.23463027,26950,15477,3637,NA,NA,1796,1090,48950,102,76205,57.89776574,42.10223426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.318183907,-8.080466054,7.007088609,1.424243589,NA,NA,NA,NA,NA,NA,NA,Donna Wallace,Alan Hilliar,Howard James Kaye,NA,NA,Leo Docherty,NA,NA,NA,NA,NA,NA,NA,Female,Male,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000531,E12000005,Aldridge-Brownhills,-35.55859326,1,-1,West Midlands,West Midlands,England,Borough,NA,Conservative,60138,39342,152,19836,27850,8014,2371,NA,771,NA,NA,NA,NA,NA,NA,NA,336,NA,65.67228707,70.78948706,20.37008795,6.026638198,NA,1.959737685,NA,NA,NA,NA,NA,NA,NA,0.854049108,NA,8,Conservative,65.40822667,29.8496334,3.337889897,NA,NA,0,0,1.404250031,35.55859326,66.65507016,26317,12010,1343,NA,NA,NA,NA,40235,87,60363,67.79634958,32.20365042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.381260394,-9.479545457,2.688748302,NA,NA,NA,NA,NA,NA,NA,NA,Bill McComish,Ian Garrett,David Huw Morgan,NA,NA,Wendy Morton,NA,NA,NA,NA,NA,NA,NA,Male,Male,Male,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA
E14000532,E12000002,Altrincham and Sale West,-12.17275999,1,-1,Greater Manchester,North West,England,Borough,NA,Conservative,73107,54763,173,6139,26311,20172,6036,NA,1566,NA,NA,NA,NA,NA,NA,NA,678,NA,75.14465099,48.04521301,36.83508939,11.02204043,NA,2.859594982,NA,NA,NA,NA,NA,NA,NA,1.238062195,NA,9,Conservative,51.01913241,38.84637242,7.673801856,NA,NA,0,1.894298163,0.566395151,12.17275999,72.09187993,26933,20507,4051,NA,NA,NA,1000,52790,132,73226,38.58779999,61.41220001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.973919403,-2.011283034,3.348238572,0.965296819,NA,NA,NA,NA,NA,NA,NA,Geraldine Coggins,Angela Smith,Andrew Western,NA,NA,Graham Brady,NA,NA,NA,NA,NA,NA,NA,Female,Female,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000533,E12000004,Amber Valley,-18.11791928,1,-1,Derbyshire,East Midlands,England,County,NA,Conservative,69976,45567,151,16886,29096,12210,2873,NA,1388,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.33382874,63.85322712,26.79570742,6.305001426,NA,3.046064038,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,Conservative,56.54755408,38.4296348,2.401170025,NA,NA,0,1.418873196,1.202767894,18.11791928,67.30478219,25905,17605,1100,NA,NA,NA,650,45811,99,68065,65.29912472,34.70087528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.305673035,-11.63392738,3.903831402,1.627190841,NA,NA,NA,NA,NA,NA,NA,Lian Pizzey,Kate Smith,Adam Thompson,NA,NA,Nigel Mills,NA,NA,NA,NA,NA,NA,NA,NA,Female,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000534,E12000008,Arundel and South Downs,-39.63588688,0,0,West Sussex,South East,England,County,NA,Conservative,81726,61408,287,22521,35566,9722,13045,NA,2519,NA,NA,NA,NA,NA,NA,NA,556,NA,75.49005213,57.91753517,15.83181344,21.2431605,NA,4.102071391,NA,NA,NA,NA,NA,NA,NA,0.905419489,NA,18,Conservative,62.35561604,22.71972916,7.937798725,NA,NA,2.76818906,4.218667021,-1.42109E-14,39.63588688,75.81469086,37573,13690,4783,NA,NA,1668,2542,60256,154,79478,49.70110581,50.29889419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.438080864,-6.887915711,13.30536177,-0.116595629,NA,NA,NA,NA,NA,NA,NA,Isabel Thurston,Alison Bennett,Bella Sankey,NA,NA,Andrew Griffith,NA,NA,NA,NA,NA,NA,NA,Female,Female,Female,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000535,E12000004,Ashfield,0.882123497,0,0,Nottinghamshire,East Midlands,England,County,Conservative gain from Labour,Conservative,78204,48980,118,5733,19231,11971,1105,2501,674,NA,NA,NA,NA,NA,NA,NA,13498,NA,62.78195489,39.26296448,24.440588,2.256022866,5.106165782,1.376071866,NA,NA,NA,NA,NA,NA,NA,27.55818702,NA,19,Labour,41.69383714,42.57596063,1.938271358,NA,NA,3.770527874,0.796111456,9.225291541,0.882123497,64.03120037,20844,21285,969,NA,NA,1885,398,49993,62,78076,70.47288884,29.52711116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.430872662,-18.13537264,0.317751508,0.57996041,NA,NA,NA,NA,NA,NA,NA,Rose Woods,Rebecca Wain,Natalie Fleet,NA,NA,Lee Anderson,NA,NA,NA,NA,Martin Daubney,NA,NA,Female,Female,Female,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000536,E12000008,Ashford,-29.18886421,1,-1,Kent,South East,England,County,NA,Conservative,89553,60059,279,24029,37270,13241,6048,NA,2638,NA,NA,NA,NA,NA,NA,NA,862,NA,67.37686063,62.05564528,22.04665412,10.07009774,NA,4.392347525,NA,NA,NA,NA,NA,NA,NA,1.435255332,NA,20,Conservative,58.98228093,29.79341672,5.178777201,NA,NA,3.704136676,2.341388467,NA,29.18886421,68.52163365,35318,17840,3101,NA,NA,2218,1402,59879,135,87387,59.86194744,40.13805256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.073364349,-7.7467626,4.891320537,2.050959058,NA,NA,NA,NA,NA,NA,NA,Mandy Rossi,Adrian Gee-Turner,Dara Farrell,NA,NA,Damian Green,NA,NA,NA,NA,NA,NA,NA,Female,Male,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000537,E12000002,Ashton-Under-Lyne,28.39866241,1,1,Greater Manchester,North West,England,Borough,NA,Labour,67978,38579,125,4263,14281,18544,1395,3151,1208,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.93606755,37.01754841,48.06760154,3.615956868,8.167655979,3.131237202,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Labour,31.9563523,60.35501471,1.624217434,NA,NA,4.721796193,1.342619365,-1.42109E-14,28.39866241,60.49033475,12710,24005,646,NA,NA,1878,534,39773,82,65751,61.80980255,38.19019745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.061196108,-12.28741316,1.991739434,1.788617837,NA,NA,NA,NA,NA,NA,NA,Lee Huntbach,George Rice,Angela Rayner,NA,NA,Dan Costello,NA,NA,NA,NA,Derek Brocklehurst,NA,NA,Male,Male,Female,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000538,E12000008,Aylesbury,-24.93237841,0,0,Buckinghamshire,South East,England,County,NA,Conservative,86665,60576,279,17373,32737,15364,10081,NA,2394,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.21865805,54.04285526,25.36318014,16.64190438,NA,3.952060222,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Conservative,54.96997431,30.0375959,9.628634129,NA,NA,2.204719051,2.104349897,1.054726707,24.93237841,71.2124149,32313,17657,5660,NA,NA,1296,1237,58783,122,82546,51.78790984,48.21209016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.927119056,-4.674415766,7.013270256,1.847710325,NA,NA,NA,NA,NA,NA,NA,Coral Simpson,Steven Lambert,Liz Hind,NA,NA,Rob Butler,NA,NA,NA,NA,NA,NA,NA,Female,Male,Female,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000539,E12000008,Banbury,-20.14067119,1,-1,Oxfordshire,South East,England,County,NA,Conservative,90116,62921,355,16813,34148,17335,8831,NA,2607,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.21616583,54.271229,27.55042037,14.03505984,NA,4.143290793,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Conservative,54.23475521,34.09408401,5.607355187,NA,NA,2.568142685,1.989863877,1.505799032,20.14067119,73.44197366,33388,20989,3452,NA,NA,1581,1225,61562,115,83824,50.34779774,49.65220226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036473795,-6.543663644,8.42770465,2.153426916,NA,NA,NA,NA,NA,NA,NA,Ian Middleton,Tim Bearder,Suzette Elizabeth Watson,NA,NA,Victoria Prentis,NA,NA,NA,NA,NA,NA,NA,Male,Male,Female,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA
E14000540,E12000007,Barking,45.31974244,1,1,London,London,England,Borough,NA,Labour,77953,44499,120,15427,11792,27219,1482,3186,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.23833592,26.4994719,61.16766669,3.330411919,7.159711454,1.842738039,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,Labour,22.4648168,67.78455924,1.256318295,NA,NA,6.357096416,1.518488223,0.61872103,45.31974244,61.90309262,10711,32319,599,NA,NA,3031,724,47679,103,77022,59.97487956,40.02512044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.034655103,-6.616892551,2.074093624,0.324249816,NA,NA,NA,NA,NA,NA,NA,Shannon Elizabeth Butterfield,Ann Mary Haigh,Margaret Hodge,NA,NA,Tamkeen Akhterrasul Shaikh,NA,NA,NA,NA,Karen Batley,NA,NA,Female,Female,Female,NA,NA,Female,NA,NA,NA,NA,Female,NA,NA
E14000541,E12000003,Barnsley Central,39.77281449,1,1,South Yorkshire,Yorkshire and The Humber,England,Borough,NA,Labour,65277,36903,105,3571,7892,14804,1176,11233,900,NA,NA,NA,NA,NA,NA,NA,898,NA,56.69378188,21.38579519,40.11597973,3.186732786,30.43925968,2.438826112,NA,NA,NA,NA,NA,NA,NA,2.433406498,NA,29,Labour,24.14101875,63.91383324,1.404559061,NA,NA,8.542482155,1.458285363,0.539821424,39.77281449,60.87938446,9436,24982,549,NA,NA,3339,570,39087,66,64204,68.18813044,31.81186956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75522356,-23.79785351,1.782173725,0.980540748,NA,NA,NA,NA,NA,NA,NA,Tom Heyes,Will Sapwell,Dan Jarvis,NA,NA,Iftikhar Ahmed,NA,NA,NA,NA,Victoria Felton,NA,NA,Male,Male,Male,NA,NA,Male,NA,NA,NA,NA,Female,NA,NA
E14000542,E12000003,Barnsley East,32.57553463,1,1,South Yorkshire,Yorkshire and The Humber,England,County,NA,Labour,69504,38070,110,3217,10377,14329,1330,11112,922,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.93209024,27.25768322,37.63856055,3.493564486,29.18833727,2.421854479,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Labour,26.96929566,59.54483029,1.839317245,NA,NA,7.963017461,0,3.683539337,32.57553463,58.91293669,10997,24280,750,NA,NA,3247,NA,40776,91,69214,70.98499348,29.01500652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288387551,-21.90626975,1.654247241,NA,NA,NA,NA,NA,NA,NA,NA,Richard Thomas James Trotman,Sophie Thornton,Stephanie Peacock,NA,NA,Adam Gregg,NA,NA,NA,NA,Jim Ferguson,NA,NA,Male,Female,Female,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000543,E12000002,Barrow and Furness,0.439167892,0,0,Cumbria,North West,England,County,Conservative gain from Labour,Conservative,70158,46046,92,5789,23876,18087,2025,1355,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.7629921,51.85249533,39.28028493,4.397776137,2.942709464,1.526734135,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,Labour,47.03299012,47.47215802,2.685438117,NA,NA,2.021433074,0.787980668,-1.42109E-14,0.439167892,68.50044621,22383,22592,1278,NA,NA,962,375,47590,60,69474,57.27870645,42.72129355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.819505207,-8.191873084,1.71233802,0.738753467,NA,NA,NA,NA,NA,NA,NA,Chris Loynes,Loraine Birchall,Chris Altree,NA,NA,Simon Fell,NA,NA,NA,NA,Ged McGrath,NA,NA,Male,Female,Male,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000544,E12000006,Basildon and Billericay,-29.83213856,1,-1,Essex,East,England,Borough,NA,Conservative,69906,44128,185,20412,29590,9178,3741,NA,1395,NA,NA,NA,NA,NA,NA,NA,224,NA,63.38940863,67.05493111,20.79858593,8.477610587,NA,3.161258158,NA,NA,NA,NA,NA,NA,NA,0.507614213,NA,32,Conservative,60.95774522,31.12560666,3.446279888,NA,NA,4.470368227,0,-1.42109E-14,29.83213856,64.9582785,27381,13981,1548,NA,NA,2008,NA,44918,121,69149,67.13587731,32.86412269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.097185885,-10.32702073,5.0313307,NA,NA,NA,NA,NA,NA,NA,NA,Stewart Goshawk,Edward Sainsbury,Andrew Gordon,NA,NA,John Baron,NA,NA,NA,NA,NA,NA,NA,Male,Male,Male,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000545,E12000008,Basingstoke,-16.91565404,1,-1,Hampshire,South East,England,Borough,NA,Conservative,82928,54713,244,14198,29593,15395,6841,NA,2138,NA,NA,NA,NA,NA,NA,NA,746,NA,66.27074088,54.08769397,28.13773692,12.50342697,NA,3.907663627,NA,NA,NA,NA,NA,NA,NA,1.363478515,NA,34,Conservative,52.73409578,35.81844174,6.08649035,NA,NA,3.00393138,1.976411723,0.380629021,16.91565404,68.3480916,29510,20044,3406,NA,NA,1681,1106,55960,138,81875,53.59878197,46.40121803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.353598184,-7.680704826,6.416936623,1.931251904,NA,NA,NA,NA,NA,NA,NA,Jonathan Jenkin,Sashi Mylvaganam,Kerena Marchant,NA,NA,Maria Miller,NA,NA,NA,NA,NA,NA,NA,Male,Male,Female,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA
E14000546,E12000004,Bassetlaw,9.286124402,0,0,Nottinghamshire,East Midlands,England,County,Conservative gain from Labour,Conservative,80024,50841,211,14013,28078,14065,3332,5366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.79586124,55.22708051,27.66468008,6.553765662,10.55447375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Labour,43.28229665,52.56842105,2.20861244,NA,NA,0,0,1.940669856,9.286124402,66.52661064,22615,27467,1154,NA,NA,NA,NA,52250,127,78540,68.32275495,31.67724505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.94478386,-24.90374097,4.345153221,NA,NA,NA,NA,NA,NA,NA,NA,NA,Helen Tamblyn-Saville,Keir Alexander Morrison,NA,NA,Brendan Clarke-Smith,NA,NA,NA,NA,Debbie Soloman,NA,NA,NA,Female,Male,NA,NA,Male,NA,NA,NA,NA,Female,NA,NA
E14000547,E12000009,Bath,-32.58576528,1,-1,Avon,South West,England,Borough,NA,Liberal Democrat,67805,52138,192,12322,16097,6639,28419,642,NA,NA,NA,NA,NA,NA,NA,NA,341,NA,77.17719932,30.87383482,12.7335149,54.50726917,1.231347578,NA,NA,NA,NA,NA,NA,NA,NA,0.654033526,NA,36,Liberal Democrat,35.78242543,14.68043483,47.26620011,NA,NA,0,2.270939637,NA,11.48377468,74.25050166,17742,7279,23436,NA,NA,NA,1126,49583,112,66778,31.72454892,68.27545108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.908590605,-1.946919924,7.241069061,-2.270939637,NA,NA,NA,NA,NA,NA,NA,NA,Wera Hobhouse,Mike Davies,NA,NA,Annabel Tall,NA,NA,NA,NA,Jimi Ogunnusi,NA,NA,NA,Female,Male,NA,NA,Female,NA,NA,NA,NA,Male,NA,NA
E14000548,E12000003,Batley and Spen,16.662328,1,1,West Yorkshire,Yorkshire and The Humber,England,Borough,NA,Labour,79558,52927,104,3525,19069,22594,2462,1678,692,NA,NA,NA,NA,NA,NA,NA,6432,NA,66.65703009,36.02886995,42.68898672,4.651690064,3.170404519,1.30746122,NA,NA,NA,NA,NA,NA,NA,12.15258753,NA,37,Labour,38.83042023,55.49274823,2.275939011,NA,NA,0,1.292301971,2.108590554,16.662328,67.08998141,20883,29844,1224,NA,NA,NA,695,53780,128,80161,59.62839763,40.37160237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.801550278,-12.80376152,2.375751053,0.015159249,NA,NA,NA,NA,NA,NA,NA,Ty Akram,John Lawson,Tracy Brabin,NA,NA,Mark Brooks,NA,NA,NA,NA,Clive Minihan,NA,NA,Male,Male,Female,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000549,E12000007,Battersea,4.388099822,1,1,London,London,England,Borough,NA,Labour,79350,59977,157,5668,21622,27290,9150,386,1529,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.78323882,36.05048602,45.5007753,15.25584808,0.643580039,2.549310569,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,Labour,41.54891206,45.93701188,7.99338879,NA,NA,0.648407134,1.572886774,2.299393367,4.388099822,70.97481115,22876,25292,4401,NA,NA,357,866,55058,112,77574,22.04674055,77.95325945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.498426037,-0.436236581,7.262459285,0.976423795,NA,NA,NA,NA,NA,NA,NA,Lois Davis,Mark Gitsham,Marsha de Cordova,NA,NA,Kim Caddy,NA,NA,NA,NA,Jake Thomas,NA,NA,Female,Male,Female,NA,NA,Female,NA,NA,NA,NA,Male,NA,NA
E14000550,E12000008,Beaconsfield,-43.80488327,0,0,Buckinghamshire,South East,England,County,NA,Conservative,77720,57868,167,15712,32477,5756,NA,NA,2033,NA,NA,NA,NA,NA,NA,NA,17602,NA,74.67189913,56.12255478,9.94677542,NA,NA,3.513167899,NA,NA,NA,NA,NA,NA,NA,30.4175019,NA,39,Conservative,65.25130292,21.44641965,7.938887699,NA,NA,2.871778397,2.491611337,NA,43.80488327,72.2718126,36559,12016,4448,NA,NA,1609,1396,56028,109,77524,49.00626733,50.99373267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.12874814,-11.49964423,-7.938887699,1.021556562,NA,NA,NA,NA,NA,NA,NA,Zoe Hatch,NA,Alexa Collins,NA,NA,Joy Morrissey,NA,NA,NA,NA,NA,NA,NA,Female,NA,Female,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA
E14000551,E12000007,Beckenham,-29.22138292,1,-1,London,London,England,Borough,NA,Conservative,68662,50555,236,14258,27282,13024,8194,NA,2055,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.97250299,53.96498863,25.76204134,16.2080902,NA,4.064879834,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Conservative,59.32984699,30.10846407,7.888824327,NA,NA,0,2.672864614,NA,29.22138292,76.01030548,30632,15545,4073,NA,NA,NA,1380,51630,182,67925,48.38170491,51.61829509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.364858362,-4.34642273,8.319265872,1.39201522,NA,NA,NA,NA,NA,NA,NA,Ruth Fabricant,Chloe-Jane Ross,Marina Ahmad,NA,NA,Bob Stewart,NA,NA,NA,NA,NA,NA,NA,Female,Female,Female,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000552,E12000006,Bedford,1.627475248,1,1,Bedfordshire,East,England,Borough,NA,Labour,71581,47301,140,145,20346,20491,4608,896,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.27596709,43.01388977,43.3204372,9.741865922,1.894251707,2.029555401,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,Labour,45.22070957,46.84818482,5.85189769,NA,NA,0,2.079207921,NA,1.627475248,67.49363071,21923,22712,2837,NA,NA,NA,1008,48480,176,71829,51.94916653,48.05083347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.206819801,-3.527747618,3.889968233,-0.04965252,NA,NA,NA,NA,NA,NA,NA,Adrian Spurrell,Henry Vann,Mohammad Yasin,NA,NA,Ryan Henson,NA,NA,NA,NA,Charles Spencer Bunker,NA,NA,Male,Male,Male,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000553,E12000007,Bermondsey and Old Southwark,22.1664018,1,1,London,London,England,Borough,NA,Labour,93248,58615,276,16126,9678,31723,15597,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.15524194,16.51113196,54.1209588,26.60922972,2.758679519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,Labour,12.95432409,53.24755216,31.08115036,NA,NA,1.431964594,1.091915723,0.193093078,22.1664018,67.04818863,7581,31161,18189,NA,NA,838,639,58521,148,87282,26.05032728,73.94967272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.556807874,0.873406638,-4.471920637,-1.091915723,NA,NA,NA,NA,NA,NA,NA,NA,Humaira Ali,Neil Coyle,NA,NA,Andrew George Scott Baker,NA,NA,NA,NA,Alex Matthews,NA,NA,NA,Female,Male,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000554,E12000001,Berwick-Upon-Tweed,-27.90912537,1,-1,Northumberland,North East,England,County,NA,Conservative,59939,42109,178,14835,23947,9112,7656,NA,1394,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.55005923,56.86907787,21.63907953,18.1813864,NA,3.310456197,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,Conservative,52.46138539,24.55226002,21.12195584,NA,NA,0,1.864398749,NA,27.90912537,71.78057034,22145,10364,8916,NA,NA,NA,787,42212,79,58807,55.2978154,44.7021846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.407692481,-2.913180489,-2.94056944,1.446057448,NA,NA,NA,NA,NA,NA,NA,Thomas Leslie Stewart,Tom Hancock,Trish Williams,NA,NA,Anne-Marie Trevelyan,NA,NA,NA,NA,NA,NA,NA,Male,Male,Female,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA
E14000555,E12000007,Bethnal Green and Bow,59.16088592,1,1,London,London,England,Borough,NA,Labour,88262,60562,240,37524,6528,44052,5892,1081,2570,NA,NA,NA,NA,NA,NA,NA,439,NA,68.88808321,10.77903636,72.73868102,9.728872891,1.784947657,4.243585086,NA,NA,NA,NA,NA,NA,NA,0.724876986,NA,52,Labour,12.66360217,71.82448809,4.984538237,NA,NA,1.494358546,2.534057668,6.498955286,59.16088592,69.50334011,7576,42969,2982,NA,NA,894,1516,59825,275,86075,30.85839516,69.14160484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.884565814,0.914192931,4.744334654,1.709527418,NA,NA,NA,NA,NA,NA,NA,Shahrar Ali,Josh Babarinde,Rushanara Ali,NA,NA,Nick Stovold,NA,NA,NA,NA,David Axe,NA,NA,Male,Male,Female,NA,NA,Male,NA,NA,NA,NA,Male,NA,NA
E14000556,E12000003,Beverley and Holderness,-25.23814659,1,-1,Humberside,Yorkshire and The Humber,England,County,NA,Conservative,79696,53542,248,20448,33250,12802,4671,NA,1378,NA,NA,NA,NA,NA,NA,NA,1441,NA,67.49397711,62.1007807,23.91020134,8.72399238,NA,2.573680475,NA,NA,NA,NA,NA,NA,NA,2.691345112,NA,53,Conservative,58.41151731,33.17337072,5.046910385,NA,NA,0,1.286890255,2.081311334,25.23814659,68.98099359,32499,18457,2808,NA,NA,NA,716,55638,184,80657,58.73947556,41.26052444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.689263387,-9.263169381,3.677081995,1.28679022,NA,NA,NA,NA,NA,NA,NA,Isabel Pires,Denis Healy,Chloe Hopkins,NA,NA,Graham Stuart,NA,NA,NA,NA,NA,NA,NA,Female,Male,Female,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000557,E12000008,Bexhill and Battle,-37.26963949,1,-1,East Sussex,South East,England,County,NA,Conservative,81963,59093,352,26059,37590,11531,7280,NA,2692,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.52662787,63.61159528,19.51330953,12.31956408,NA,4.555531112,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,Conservative,61.96865752,24.69901803,7.541364003,NA,NA,3.373015873,2.417944579,NA,37.26963949,73.12340928,36854,14689,4485,NA,NA,2006,1438,59472,102,81331,57.72121461,42.27878539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.642937763,-5.185708496,4.778200074,2.137586533,NA,NA,NA,NA,NA,NA,NA,Jonathan Kent,Martin Saunders,Christine Bayliss,NA,NA,Huw Merriman,NA,NA,NA,NA,NA,NA,NA,Male,Male,Female,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
E14000558,E12000007,Bexleyheath and Crayford,-20.07789506,1,-1,London,London,England,Borough,NA,Conservative,65466,43246,167,13103,25856,12753,2819,NA,1298,NA,NA,NA,NA,NA,NA,NA,520,NA,66.31381175,59.7881885,29.48943255,6.518521944,NA,3.001433659,NA,NA,NA,NA,NA,NA,NA,1.202423346,NA,55,Conservative,55.57325898,35.49536392,2.657726438,NA,NA,4.301931886,1.329969683,0.641749098,20.07789506,69.18625124,25113,16040,1201,NA,NA,1944,601,45189,92,65315,65.25513745,34.74486255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.214929524,-6.005931367,3.860795506,1.671463976,NA,NA,NA,NA,NA,NA,NA,Anthony Ball,David McBride,Anna Day,NA,NA,David Evennett,NA,NA,NA,NA,NA,NA,NA,Male,Male,Female,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA
